name,city,verdict,confidence,website_found,domain,phone,address,rating,category,gmaps_url,evidence,phases_completed
Chili's Grill & Bar,Lucknow,no_website,93,,,,,4815996,restaurants,,"Phase1: 50 domain variants generated; Phase2: 7 search results across engines;   LangSearch: branch/outlet in city mentioned; Phase3: No social profiles found; Score: no_site=228, has_site=61, net=167, phases=3/5",3
Palassio Food Court - 3rd Floor,Lucknow,has_website,90,https://alwaysdial.com/business/301045/listing.php,,,,4815996,restaurants,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
Kool Break,Lucknow,has_website,95,https://koolbreak.in,koolbreak.in,,,4815996,restaurants,,"Phase1: 25 domain variants generated;   ✅ koolbreak.in → MATCH: full biz name in content, biz+city in title, biz+city within 150 chars, domain == biz name, branch/outlet in city mentioned",1
Bhojpuriya- best mutton and chicken curry in lucknow,Lucknow,no_website,60,,,,,4815996,restaurants,,"Phase1: 30 domain variants generated; Phase2: 12 search results across engines;   LangSearch: address mentions Lucknow, domain ≈ biz name, branch/outlet in city mentioned;   LangSearch: address mentions Lucknow, domain ≈ biz name, branch/outlet in city mentioned;   LangSearch: address mentions Lucknow, domain ≈ biz name, branch/outlet in city mentioned; Phase3: No social profiles found; Low confidence — needs manual review; Score: no_site=138, has_site=120, net=18, phases=3/5",3
Shri Bala Ji Dhaba,Lucknow,no_website,93,,,,,4815996,restaurants,,"Phase1: 30 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Maa Durga Restaurant & Banquet,Lucknow,has_website,90,https://wanderlog.com/place/details/15171831/maa-durga-restaurant--banquet,,,,4815996,restaurants,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
Meraki The Bistro,Lucknow,has_website,90,https://www.eazydiner.com/lucknow/meraki-the-bistro-sector-b-ansal-api-lucknow-690841/about,,,,4815996,restaurants,,"Phase1: 50 domain variants generated; Phase2: 8 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Fabcafe by Fabindia- Hazratganj,Lucknow,no_website,80,,,,,4815996,restaurants,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=152, has_site=95, net=57, phases=3/5",3
Nainital Momos - Multigrain momos,Lucknow,has_website,90,https://wanderlog.com/place/details/2626276/nainital-momos,,,,4815996,restaurants,,"Phase1: 30 domain variants generated; Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
Ritz Continental,Lucknow,no_website,93,,,,,4815996,restaurants,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=153, has_site=0, net=153, phases=3/5",3
Rattilal's,Lucknow,has_website,85,https://o2osell.com/shops/rattilals,,,,4815996,restaurants,,"Phase1: 25 domain variants generated;   ⚠️ rattilals.com → same-name in MUMBAI;   ⚠️ rattilals.com → same-name in MUMBAI; Phase2: 14 search results across engines;   LangSearch: domain ≈ biz name, branch/outlet in city mentioned;   ✅ Search confirmed: full biz name in content, biz+city in title, biz+city within 150 chars, address mentions Lucknow, short/generic name, domain mismatch",2
VARA,Lucknow,has_website,85,https://vara.com,vara.com,,,4815996,restaurants,,"Phase1: 20 domain variants generated;   ✅ vara.com → MATCH: full biz name in content, domain == biz name",1
Kraft Kitchen- A Cafe By Good Bakery,Lucknow,no_website,85,,,,,4815996,restaurants,,"Phase1: 30 domain variants generated; Phase2: 9 search results across engines;   LangSearch: branch/outlet in city mentioned;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow;   LangSearch: address mentions Lucknow; Phase3: No social profiles found; Score: no_site=138, has_site=78, net=60, phases=3/5",3
Redan A house of Mandi,Lucknow,has_website,90,https://www.restaurants10.com/IN/Lucknow/121528190929851/Redan-A-House-Of-Mandi,,,,4815996,restaurants,,"Phase1: 25 domain variants generated; Phase2: 9 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
The art of chaap,Lucknow,has_website,90,https://www.tradeindia.com/art-of-chaap-28736591/,,,,4815996,restaurants,,"Phase1: 40 domain variants generated; Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, branch/outlet in city mentioned",2
Zeeshan Biryani,Lucknow,has_website,90,https://restaurant-guru.in/Zeeshan-Biryani-Lucknow,,,,4815996,restaurants,,"Phase1: 25 domain variants generated; Phase2: 3 search results across engines;   LangSearch: full biz name in content;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
New Gyani Ji ka Dhaba,Lucknow,has_website,90,https://www.eazydiner.com/lucknow/new-gyani-ji-ka-dhaba-alambagh-lucknow-658936,,,,4815996,restaurants,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Red Dragon,Lucknow,has_website,90,https://datagemba.com/b/v/in/lucknow/chinese-restaurants/ChIJmW4vTgn9mzkRojO8EkqrDyg,,,,4815996,restaurants,,"Phase1: 25 domain variants generated;   reddragon.com → 200 (PARKED);   reddragon.com → 200 (PARKED); Phase2: 11 search results across engines;   LangSearch: full biz name in content;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
Neo Fitnes - Best Gym in Lucknow | Best Fitness Centre in Lucknow,Lucknow,has_website,90,https://funtalia.com/uttar-pradesh/gym-lucknow/neo-fitnes-best-gym-in-lucknow-best-fitness-centre-in-lucknow/,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow, branch/outlet in city mentioned",2
Healthism 24x7 - Biggest Gym In Lucknow,Lucknow,has_website,90,https://gymsnearme.in/uttar-pradesh/lucknow-ahmamau/healthism-24x7-biggest-gym-in-lucknow,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Anytime Fitness,Lucknow,has_website,90,https://www.anytimefitness.co.in/gyms/IN-1093/?c=271,,,,43503,gyms,,"Phase1: 45 domain variants generated;   theanytime.com → 403 (PARKED);   anytimefitness.in → 200 (PARKED);   anytimefitness.in → 200 (PARKED);   anytimefitness.co.in → 200 (PARKED);   anytimefitness.co.in → 200 (PARKED);   anytime.co.in → 200 (PARKED);   anytime.co.in → 200 (PARKED); Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
Gymnasium Fitness Zone,Lucknow,no_website,93,,,,,43503,gyms,,"Phase1: 25 domain variants generated; Phase2: No search results found (3 engines); Phase3: No social profiles found; Score: no_site=143, has_site=0, net=143, phases=3/5",3
MultiFit Lucknow,Lucknow,has_website,90,https://bharatbz.com/uttar/multifit-lucknow-920955,,,,43503,gyms,,"Phase1: 25 domain variants generated; Phase2: 5 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
Fitness Regiment Lucknow,Lucknow,has_website,85,https://www.fitnessregimentgym.com/pricing.html,,,,43503,gyms,,"Phase1: 25 domain variants generated; Phase2: 10 search results across engines;   ✅ Search confirmed: full biz name in content, biz+city in title, biz+city within 150 chars",2
FUSION FIT,Lucknow,has_website,90,https://www.joonsquare.com/gym-and-fitness-centre/fusion-fitness-lucknow,,,,43503,gyms,,"Phase1: 25 domain variants generated;   thefusionfit.in → 200 (PARKED);   thefusionfit.in → 200 (PARKED);   fusion-fit.com → 403 (PARKED);   fusion-fit.com → 403 (PARKED); Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars",2
Savage Fitness Lucknow,Lucknow,has_website,90,https://funtalia.com/uttar-pradesh/gym-lucknow/savage-fitness-lucknow/,,,,43503,gyms,,"Phase1: 25 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow, branch/outlet in city mentioned",2
Pro Ultimate Gyms - Lucknow,Lucknow,has_website,90,https://funtalia.com/uttar-pradesh/gym-lucknow/pro-ultimate-gyms-lucknow/,,,,43503,gyms,,"Phase1: 30 domain variants generated;   pugl.com → 200 (PARKED);   pugl.com → 200 (PARKED); Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow, branch/outlet in city mentioned",2
Key2Fitness - Gym In Aliganj,Lucknow,has_website,85,https://gymsnearme.in/uttar-pradesh/lucknow/key2fitness-gym-in-aliganj,,,,43503,gyms,,"Phase1: 30 domain variants generated;   kgia.net → 200 (PARKED);   kgia.net → 200 (PARKED); Phase2: 14 search results across engines;   LangSearch: address mentions Lucknow, branch/outlet in city mentioned;   ✅ Search confirmed: full biz name in content, biz+city in title, biz+city within 150 chars",2
Optimum Fitness Gym,Lucknow,has_website,90,https://funtalia.com/uttar-pradesh/gym-lucknow/optimum-fitness-gym/,,,,43503,gyms,,"Phase1: 50 domain variants generated;   optimumfitnessgym.com → 200 (PARKED);   optimumfitnessgym.com → 200 (PARKED);   ? optimumfitness.co.in → full biz name in content, domain ≈ biz name;   → No subpage confirmation;   ? optimumfitness.co.in → full biz name in content, domain ≈ biz name;   → No subpage confirmation; Phase2: 15 search results across engines;   LangSearch: full biz name in content;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, branch/outlet in ci...",2
Anytime Fitness,Lucknow,has_website,90,https://www.anytimefitness.co.in/gyms/IN-1093/?c=271,,,,43503,gyms,,"Phase1: 45 domain variants generated;   theanytime.com → 403 (PARKED);   theanytime.com → 403 (PARKED);   anytimefitness.in → 200 (PARKED);   anytimefitness.in → 200 (PARKED);   anytimefitness.co.in → 200 (PARKED);   anytimefitness.co.in → 200 (PARKED);   anytime.co.in → 200 (PARKED);   anytime.co.in → 200 (PARKED); Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
K FITNESS,Lucknow,has_website,85,https://thekfitness.com,thekfitness.com,,,43503,gyms,,"Phase1: 25 domain variants generated;   ✅ thekfitness.com → MATCH: full biz name in content, biz name in title, domain ≈ biz name",1
Smash Fitt - Unisex Gym in Lucknow,Lucknow,has_website,90,https://funtalia.com/uttar-pradesh/gym-lucknow/smash-fitt-unisex-gym-in-lucknow/,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow, branch/outlet in city mentioned",2
Fusion Fitness Gym,Lucknow,has_website,95,https://fusionfitnessgym.in,fusionfitnessgym.in,,,43503,gyms,,"Phase1: 50 domain variants generated;   ✅ fusionfitnessgym.in → MATCH: full biz name in content, biz name in title, domain == biz name",1
Blue Sapphire Fitness,Lucknow,has_website,90,https://funtalia.com/uttar-pradesh/gym-lucknow/blue-sapphire-fitness/,,,,43503,gyms,,"Phase1: 50 domain variants generated; Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow, branch/outlet in city mentioned",2
Anytime Fitness,Lucknow,has_website,90,https://www.anytimefitness.co.in/gyms/IN-1093/?c=271,,,,43503,gyms,,"Phase1: 45 domain variants generated;   theanytime.com → 403 (PARKED);   theanytime.com → 403 (PARKED);   anytimefitness.in → 200 (PARKED);   anytimefitness.in → 200 (PARKED);   anytimefitness.co.in → 200 (PARKED);   anytimefitness.co.in → 200 (PARKED);   anytime.co.in → 200 (PARKED);   anytime.co.in → 200 (PARKED); Phase2: 15 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
FITNESS24 - Best Gym and Fitness center in Lucknow,Lucknow,no_website,93,,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines; Phase3: No social profiles found; Score: no_site=138, has_site=0, net=138, phases=3/5",3
Gym Core,Lucknow,has_website,90,https://www.top-rated.online/cities/Lucknow/place/p/15102922/Gym+Core,,,,43503,gyms,,"Phase1: 25 domain variants generated;   gymcore.com → 200 (PARKED);   gymcore.com → 200 (PARKED); Phase2: 4 search results across engines;   ✅ LangSearch confirmed: full biz name in content, address mentions Lucknow",2
Fitness Freakk Gym - Old Haiderganj Lucknow,Lucknow,no_website,93,,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines; Phase3: No social profiles found; Score: no_site=138, has_site=10, net=128, phases=3/5",3
"Cult Gym Gomti Nagar | Gym in Gomtinagar, Lucknow",Lucknow,has_website,85,https://www.google.com.pk/viewer/place?mid=%2Fg%2F11sm6_9p_z&output=search&phdesc=3H008z-8k5Y&pip=CghDdWx0IGZpdBAC,,,,43503,gyms,,"Phase1: 30 domain variants generated; Phase2: 5 search results across engines;   LangSearch: address mentions Lucknow;   ✅ Search confirmed: full biz name in content, biz+city within 150 chars, address mentions Lucknow",2
The Force Gym Unisex,Lucknow,has_website,90,https://www.benchfitmate.com/lucknow/senior-citizen-fitness-centers/the-force-gym-unisex,,,,43503,gyms,,"Phase1: 40 domain variants generated; Phase2: 10 search results across engines;   ✅ LangSearch confirmed: full biz name in content, biz+city within 150 chars, branch/outlet in city mentioned",2
